date,doks_order,times
21-Apr-23,"[6, 42, 35, 5, 70, 15, 22, 2, 0, 1, 9, 19, 56, 76, 32, 28, 25, 17, 26, 23, 13, 12, 38, 29, 47, 44, 53, 43, 41, 48, 50, 64, 55, 61, 79, 78, 60, 67, 66, 75, 58, 63, 54]","[2.511, 4.468, 2.758, 3.039, 4.583, 1.898, 2.93, 1.954, 2.957, 0.319, 6.188, 1.897, 2.58, 2.091, 2.426, 6.485, 7.229, 3.795, 2.605, 4.751, 2.708, 1.142, 9.4, 3.504, 1.386, 2.456, 3.168, 2.241, 4.205, 2.867, 1.191, 28.025, 0.613, 11.817, 1.675, 4.37, 1.133, 3.113, 4.671, 5.13, 1.709, 1.894, 0.477]"
24-Apr-23,"[67, 80, 36, 55, 54, 20, 11, 29, 64, 60, 61, 62, 44, 47, 10, 25, 12, 13, 16, 8, 7, 35, 43, 50, 59, 77, 21, 66, 75, 72, 63, 48, 48, 40, 32, 4, 1, 19, 22, 33, 51, 49, 45, 27]","[4.831, 2.066, 5.075, 2.895, 7.108, 2.316, 3.323, 11.913, 1.974, 6.636, 4.293, 0.371, 2.837, 3.182, 9.513, 2.503, 5.976, 3.66, 2.07, 2.672, 1.663, 5.765, 6.31, 6.57, 2.823, 20.356, 2.627, 3.283, 0.397, 1.529, 1.193, 7.742, 5.95, 6.645, 3.609, 5.368, 0.999, 2.138, 4.162, 10.589, 0.565, 2.728, 1.912, 0.843]"
25-Apr-23,"[12, 25, 44, 78, 61, 66, 48, 11, 10, 9, 18, 20, 27, 3, 4, 8, 26, 62, 34, 52, 79, 29, 28, 33, 51, 53, 80, 63, 65, 56, 64, 54, 36, 46, 49, 49, 39, 40, 76, 77, 68, 59, 69, 60]","[3.223, 2.212, 3.54, 3.467, 4.506, 3.001, 2.298, 12.57, 2.652, 0.624, 5.017, 1.11, 2.194, 6.327, 0.48, 2.822, 2.454, 3.867, 3.735, 13.65, 4.102, 5.071, 3.075, 2.325, 2.351, 1.191, 7.162, 3.892, 2.797, 1.445, 3.711, 2.594, 2.147, 2.632, 3.177, 2.696, 3.067, 3.49, 3.506, 3.857, 5.313, 1.173, 2.341, 0.627]"
27-Apr-23,"[22, 2, 79, 56, 48, 14, 13, 39, 68, 66, 75, 67, 55, 72, 62, 60, 21, 23, 31, 32, 8, 7, 1, 15, 24, 16, 20, 10, 29, 27, 37, 47, 36, 63, 65, 71, 78, 80, 44, 51, 52, 43, 53]","[5.65, 4.61, 7.586, 7.232, 9.465, 9.278, 5.045, 4.641, 1.69, 4.68, 3.119, 1.003, 2.918, 3.223, 2.604, 3.593, 12.117, 0.658, 4.327, 2.27, 15.002, 1.746, 1.677, 5.654, 3.681, 1.634, 3.279, 3.125, 3.246, 5.43, 3.472, 3.2, 1.261, 5.953, 1.873, 3.836, 2.872, 1.303, 6.566, 4.124, 3.614, 1.379, 0.922]"
1-May-23,"[9, 33, 34, 69, 59, 74, 64, 73, 68, 41, 44, 32, 37, 47, 29, 28, 72, 55, 56, 19, 20, 0, 0, 0, 18, 7, 5, 6, 4, 48, 49, 14, 79, 76, 12, 13, 66, 57, 71, 62, 26, 15, 24, 42, 43]","[2.726, 7.314, 3.115, 1.669, 4.776, 3.142, 4.229, 3.874, 2.328, 34.422, 12.842, 8.15, 1.585, 3.228, 2.805, 0.514, 2.57, 6.42, 1.414, 6.737, 5.487, 2.602, 5.63, 1.373, 1.022, 6.602, 8.636, 2.358, 4.387, 1.956, 2.606, 3.9, 17.455, 1.205, 2.205, 0.417, 5.543, 0.531, 2.009, 2.357, 3.059, 3.542, 1.522, 2.062, 0.434]"
12-May-23,"[14, 38, 54, 48, 48, 41, 77, 62, 23, 66, 47, 30, 7, 22, 20, 74, 46, 35, 45, 31, 48, 49, 37, 33, 43, 44, 78, 71, 73, 79, 72, 55, 18, 19, 12, 3, 5, 16, 15, 17, 60, 69, 70, 68, 67]","[3.451, 3.478, 2.028, 6.049, 1.224, 7.893, 18.38, 2.362, 16.87, 2.517, 13.314, 2.663, 10.432, 1.963, 6.83, 1.954, 2.083, 6.831, 5.284, 2.471, 4.957, 0.34, 3.483, 1.648, 3.407, 0.472, 2.772, 2.211, 3.07, 3.403, 2.589, 2.601, 2.372, 1.813, 9.511, 0.509, 2.272, 5.636, 2.284, 0.536, 3.848, 3.171, 1.407, 2.62, 0.425]"
18-May-23,"[50, 12, 75, 60, 7, 5, 14, 3, 21, 8, 1, 17, 15, 26, 33, 45, 43, 42, 30, 38, 55, 68, 71, 70, 67, 67, 67, 41, 40, 27, 72, 54, 80, 62, 76, 58, 74, 73, 46, 10, 47, 11, 20, 52, 34]","[8.075, 3.854, 5.001, 2.356, 3.036, 4.068, 5.81, 2.115, 1.988, 6.693, 2.225, 2.472, 1.588, 2.033, 2.917, 4.694, 2.592, 2.4, 11.131, 1.574, 2.266, 3.368, 3.963, 18.951, 1.946, 8.028, 3.746, 3.595, 3.391, 15.69, 7.215, 3.061, 2.044, 1.406, 2.172, 2.056, 6.218, 1.759, 10.229, 1.469, 2.051, 3.504, 2.262, 3.01, 0.722]"
14-May-23,"[26, 43, 68, 31, 42, 47, 37, 33, 34, 7, 8, 8, 4, 21, 50, 48, 14, 12, 74, 59, 30, 32, 57, 63, 60, 25, 16, 17, 15, 78, 45, 65, 19, 20, 38, 36, 72, 58, 71, 80, 62, 73, 55, 76]","[4.783, 6.725, 3.77, 1.689, 2.155, 1.852, 2.895, 6.406, 0.349, 6.583, 2.986, 4.316, 1.294, 6.65, 3.694, 6.289, 5.859, 0.933, 5.468, 2.902, 2.531, 1.348, 3.945, 17.036, 1.984, 2.768, 7.254, 2.973, 1.285, 3.92, 7.818, 7.03, 1.986, 0.387, 4.112, 3.36, 2.681, 2.133, 1.687, 6.658, 0.589, 2.937, 0.873, 1.909]"
21-May-23,"[25, 38, 16, 19, 40, 52, 52, 52, 37, 27, 18, 11, 21, 12, 7, 70, 61, 65, 65, 39, 31, 32, 50, 28, 46, 67, 76, 54, 65, 73, 57, 75, 66, 68, 72, 60, 62, 51, 53, 78, 69, 63, 8, 17, 6, 5, 14, 14]","[3.037, 6.39, 17.579, 8.794, 10.956, 8.187, 2.169, 10.622, 7.426, 10.735, 0.783, 1.26, 6.437, 4.474, 1.886, 20.268, 5.306, 11.871, 1.335, 14.919, 8.388, 4.335, 0.694, 7.022, 0.651, 15.69, 0.846, 2.326, 3.339, 3.394, 8.555, 1.589, 2.619, 3.689, 2.659, 2.032, 1.015, 1.364, 1.738, 4.067, 0.564, 2.816, 5.051, 2.005, 1.325, 0.804, 0.606, 0.361]"
23-May-23,"[20, 8, 60, 61, 15, 24, 25, 35, 43, 10, 11, 21, 3, 4, 59, 50, 37, 32, 36, 75, 54, 45, 72, 74, 64, 55, 62, 30, 66, 68, 67, 41, 40, 38, 47, 49, 53, 34, 34, 34, 33, 34, 33, 33, 34, 31, 79, 78, 80]","[3.257, 1.962, 2.304, 5.841, 9.578, 3.736, 0.378, 2.606, 2.589, 19.074, 1.729, 3.874, 2.797, 1.365, 2.739, 3.608, 3.049, 3.375, 3.784, 5.276, 2.338, 4.864, 1.987, 6.333, 1.135, 0.997, 13.819, 23.881, 6.298, 3.136, 1.167, 2.697, 3.155, 3.536, 2.58, 5.212, 1.477, 1.959, 1.545, 7.275, 0.47, 2.588, 0.692, 2.007, 0.832, 3.758, 2.612, 2.033, 0.537]"
25-May-23,"[19, 9, 25, 0, 1, 65, 47, 36, 29, 45, 44, 42, 49, 35, 35, 8, 5, 26, 26, 17, 16, 14, 26, 23, 72, 58, 56, 64, 73, 66, 61, 60, 80, 79, 70, 67, 21, 41, 22, 35, 51, 33, 48, 39, 30, 76, 77]","[2.595, 5.743, 10.44, 4.443, 1.187, 2.961, 5.915, 8.676, 3.047, 2.955, 4.901, 2.638, 6.028, 5.727, 1.877, 7.911, 1.308, 13.909, 1.124, 3.055, 4.501, 2.895, 3.438, 7.596, 5.926, 2.786, 2.912, 2.739, 1.203, 4.808, 1.958, 3.271, 2.792, 1.636, 1.635, 3.42, 2.58, 1.672, 2.412, 9.131, 4.866, 0.815, 3.548, 3.093, 2.28, 2.406, 0.48]"
28-May-23,"[7, 46, 2, 22, 15, 24, 16, 23, 48, 34, 60, 74, 55, 67, 21, 26, 17, 9, 0, 50, 52, 51, 44, 32, 41, 39, 36, 27, 78, 62, 65, 63, 75, 76, 77, 3, 4, 4, 64, 56, 61, 70, 29, 28]","[3.61, 8.378, 2.322, 2.731, 2.21, 3.744, 1.581, 13.719, 12.33, 1.629, 2.227, 9.468, 5.145, 10.444, 13.47, 2.473, 2.77, 1.579, 1.522, 33.431, 1.499, 0.644, 2.027, 1.633, 6.655, 2.893, 3.042, 4.397, 16.367, 7.944, 7.086, 2.547, 6.947, 3.556, 0.323, 2.623, 0.446, 0.352, 6.792, 1.27, 3.581, 1.059, 2.875, 0.575]"
21-Jun-23,"[41, 39, 42, 61, 40, 3, 80, 56, 27, 1, 36, 0, 18, 50, 47, 29, 53, 35, 16, 11, 11, 11, 10, 4, 21, 23, 13, 31, 32, 17, 24, 25, 26, 51, 52, 71, 73, 65, 64, 75, 77, 57, 59, 60, 69]","[7.824, 4.733, 6.163, 1.715, 28.824, 11.102, 14.762, 4.679, 2.773, 2.147, 3.501, 12.968, 1.006, 12.757, 11.914, 2.437, 2.88, 7.51, 9.869, 4.789, 2.694, 2.397, 1.467, 5.313, 3.412, 6.417, 1.291, 1.519, 1.477, 7.403, 6.358, 1.627, 1.719, 3.468, 2.083, 2.562, 3.428, 2.367, 2.269, 4.826, 3.063, 4.373, 1.697, 1.542, 0.51]"
27-Jun-23,"[1, 69, 60, 72, 28, 10, 4, 32, 42, 51, 53, 39, 27, 29, 20, 20, 19, 36, 63, 58, 71, 74, 56, 65, 37, 46, 50, 48, 12, 13, 23, 75, 79, 76, 68, 59, 70, 61, 61, 7, 8, 6, 26, 17, 15]","[1.681, 5.837, 2.719, 3.031, 2.501, 6.181, 1.636, 3.683, 1.407, 3.026, 0.841, 4.24, 1.682, 1.999, 4.314, 3.115, 0.638, 3.64, 5.372, 2.399, 10.706, 2.265, 3.535, 1.674, 3.968, 3.658, 4.156, 1.53, 8.366, 2.745, 1.103, 5.383, 4.345, 2.377, 3.234, 1.309, 1.399, 1.048, 4.257, 3.877, 3.737, 2.575, 4.904, 2.505, 0.637]"
29-Jun-23,"[44, 33, 41, 30, 38, 79, 17, 26, 22, 16, 57, 62, 62, 71, 69, 60, 56, 54, 74, 37, 40, 50, 31, 28, 64, 63, 20, 12, 14, 5, 3, 15, 25, 7, 0, 18, 9, 10, 46, 51, 51, 52, 51, 75, 75, 77, 76, 75]","[6.021, 4.999, 1.633, 4.702, 3.289, 11.867, 2.396, 5.175, 5.219, 3.172, 7.796, 9.022, 7.503, 0.595, 7.223, 0.641, 16.491, 1.231, 12.987, 15.19, 1.379, 4.962, 1.319, 2.124, 1.431, 0.678, 2.981, 7.618, 6.795, 2.995, 1.521, 8.857, 4.315, 0.77, 3.206, 2.167, 3.779, 0.505, 4.302, 3.271, 1.356, 1.497, 2.109, 4.489, 1.825, 1.757, 2.387, 0.595]"
3-Jul-23,"[6, 31, 2, 5, 7, 4, 39, 30, 79, 66, 41, 47, 35, 53, 62, 43, 42, 61, 49, 48, 28, 46, 37, 77, 65, 63, 67, 59, 57, 60, 54, 55, 73, 74, 78, 25, 24, 15, 18, 20, 11, 13, 14]","[6.679, 4.563, 6.664, 4.322, 6.687, 9.193, 3.644, 2.023, 6.276, 2.913, 2.579, 2.62, 2.019, 2.986, 1.52, 1.888, 1.423, 2.514, 6.997, 2.712, 1.717, 3.439, 1.689, 10.904, 1.435, 2.569, 2.453, 2.635, 1.528, 3.309, 1.852, 1.005, 3.78, 1.17, 2.253, 2.063, 9.262, 1.099, 10.506, 3.841, 1.914, 1.87, 0.431]"
6-Jul-23,"[59, 53, 36, 33, 43, 17, 4, 72, 68, 56, 73, 64, 63, 77, 40, 12, 0, 9, 15, 20, 19, 2, 21, 23, 48, 66, 58, 76, 79, 6, 7, 8, 60, 61, 71, 52, 35, 34, 29, 38, 37, 50, 49]","[14.867, 5.133, 6.37, 4.399, 11.052, 2.171, 5.211, 6.893, 11.405, 4.343, 7.536, 1.35, 1.524, 21.678, 6.505, 1.934, 1.776, 5.735, 3.799, 3.104, 1.183, 1.578, 7.228, 0.507, 11.269, 0.911, 6.503, 1.141, 1.579, 1.976, 6.464, 0.423, 5.729, 3.545, 1.257, 3.246, 2.961, 1.859, 3.346, 1.9, 1.294, 3.773, 0.885]"
18-Jul-23,"[8, 43, 46, 56, 57, 68, 10, 11, 72, 66, 49, 4, 2, 3, 22, 13, 15, 25, 26, 42, 71, 51, 54, 77, 70, 69, 78, 79, 53, 34, 44, 50, 47, 40, 41, 32, 29, 28, 18, 73, 55, 75, 59]","[3.198, 2.143, 2.548, 2.335, 4.716, 9.238, 4.595, 4.503, 3.973, 1.64, 2.28, 5.591, 4.14, 1.307, 1.99, 2.221, 3.054, 2.896, 1.153, 3.308, 2.476, 4.764, 6.838, 5.168, 2.186, 3.013, 2.221, 1.916, 5.701, 2.053, 1.795, 2.838, 1.93, 6.283, 2.121, 1.815, 4.44, 2.174, 2.568, 4.31, 1.589, 2.036, 1.679]"
19-Jul-23,"[46, 49, 57, 57, 74, 23, 8, 61, 51, 73, 54, 19, 2, 10, 1, 22, 6, 43, 60, 63, 56, 72, 78, 79, 25, 17, 17, 34, 35, 53, 30, 31, 41, 45, 37, 38, 36, 21, 12, 14, 66, 57, 66, 59, 66, 67, 68, 71]","[7.761, 2.746, 4.846, 1.278, 11.852, 6.618, 2.271, 3.028, 3.295, 4.367, 7.585, 3.892, 4.983, 12.069, 0.976, 3.536, 1.315, 14.264, 2.739, 2.295, 2.365, 1.231, 4.291, 0.355, 9.145, 1.404, 2.164, 2.161, 2.363, 1.807, 2.572, 1.923, 2.28, 7.173, 3.773, 2.986, 2.254, 3.453, 5.317, 0.558, 2.187, 1.268, 1.122, 2.351, 3.663, 5.028, 1.43, 2.182]"
24-Jul-23,"[20, 18, 22, 7, 33, 45, 74, 67, 75, 60, 52, 72, 79, 54, 38, 28, 37, 26, 6, 11, 12, 9, 2, 3, 5, 41, 42, 34, 53, 31, 48, 48, 76, 73, 59, 66, 68, 49, 49, 50, 49, 48, 62, 55, 64, 69, 71]","[4.71, 3.299, 3.433, 2.775, 4.198, 1.988, 1.486, 2.204, 3.319, 2.859, 3.188, 5.965, 4.721, 5.734, 2.069, 3.602, 1.551, 16.694, 2.285, 2.77, 3.384, 2.167, 4.165, 5.309, 1.034, 6.764, 1.796, 5.04, 1.73, 4.483, 2.467, 2.359, 19.037, 1.109, 1.841, 2.768, 1.456, 8.298, 1.543, 3.278, 2.047, 1.111, 6.185, 1.73, 2.362, 2.942, 0.467]"
13-Aug-23,"[14, 18, 37, 43, 35, 1, 65, 78, 9, 63, 72, 59, 76, 55, 69, 60, 24, 80, 34, 16, 7, 3, 12, 20, 28, 47, 46, 61, 52, 53, 44, 38, 29, 39, 22, 21, 77, 31, 32, 67, 66, 68, 62]","[4.367, 2.391, 1.924, 4.578, 4.38, 52.911, 3.195, 4.882, 7.397, 8.576, 0.592, 2.584, 2.852, 17.692, 5.497, 9.618, 2.982, 3.574, 6.323, 14.089, 2.068, 3.682, 4.011, 7.019, 2.33, 8.474, 10.878, 30.664, 0.692, 3.803, 0.515, 3.637, 3.557, 4.171, 9.987, 1.218, 7.765, 2.526, 2.483, 4.187, 1.905, 2.132, 2.166]"
14-Aug-23,"[7, 78, 23, 8, 51, 15, 54, 20, 31, 66, 22, 41, 32, 60, 61, 80, 68, 76, 47, 37, 36, 65, 74, 0, 64, 63, 2, 18, 21, 26, 16, 50, 35, 33, 44, 42, 42, 43, 49, 48, 58, 57, 12, 13]","[3.97, 2.501, 3.356, 2.202, 3.054, 4.682, 4.699, 2.645, 13.32, 23.528, 2.501, 7.243, 1.522, 5.645, 3.505, 1.368, 2.271, 12.665, 4.675, 4.494, 0.612, 2.443, 1.39, 2.224, 2.584, 2.121, 3.583, 1.74, 4.681, 1.437, 1.235, 7.219, 2.82, 3.166, 2.848, 2.445, 5.168, 0.348, 3.691, 1.979, 6.584, 1.029, 2.377, 0.396]"
15-Aug-23,"[23, 30, 22, 61, 53, 80, 4, 14, 45, 38, 28, 27, 39, 35, 42, 44, 32, 48, 49, 50, 17, 16, 10, 1, 6, 7, 70, 79, 20, 72, 18, 19, 64, 58, 60, 69, 65, 66, 74, 75, 76, 57, 59]","[3.291, 3.91, 2.3, 7.515, 3.169, 29.399, 5.428, 1.938, 7.858, 7.038, 1.219, 1.758, 6.939, 2.164, 2.48, 1.274, 5.233, 9.188, 2.526, 0.376, 5.113, 10.674, 1.489, 3.426, 2.914, 0.435, 5.827, 0.441, 17.193, 1.785, 6.737, 0.35, 2.301, 9.765, 3.952, 3.842, 2.772, 2.837, 4.348, 1.459, 1.331, 3.387, 0.543]"
16-Aug-23,"[77, 35, 63, 74, 66, 69, 70, 48, 38, 52, 43, 53, 44, 28, 29, 31, 32, 41, 50, 39, 79, 61, 78, 1, 15, 8, 20, 24, 18, 19, 19, 9, 12, 13, 4, 3, 6, 57, 58, 76, 55, 56, 54, 72]","[5.557, 10.958, 5.474, 2.643, 1.209, 7.799, 0.349, 6.501, 12.57, 1.978, 3.176, 1.521, 1.04, 8.196, 2.479, 11.892, 1.153, 8.516, 0.486, 2.228, 9.63, 0.63, 3.351, 8.213, 1.989, 12.197, 3.39, 11.41, 1.619, 0.341, 0.604, 2.758, 4.99, 4.525, 2.883, 0.568, 1.277, 5.005, 3.757, 1.809, 4.856, 2.329, 1.183, 0.699]"
1-Sep-23,"[26, 69, 77, 45, 18, 18, 37, 51, 80, 60, 25, 5, 36, 32, 62, 70, 35, 15, 16, 17, 24, 34, 33, 29, 38, 47, 39, 41, 66, 63, 19, 0, 1, 74, 73, 75, 76, 48, 49, 59, 57, 4, 13, 14]","[2.987, 4.237, 1.481, 8.098, 8.231, 0.007, 4.327, 2.548, 2.959, 5.986, 2.596, 1.574, 21.158, 2.361, 16.305, 1.749, 25.224, 6.427, 6.811, 2.361, 1.395, 2.599, 2.963, 4.012, 2.677, 0.743, 8.461, 2.616, 23.028, 1.914, 6.355, 5.578, 0.331, 3.511, 1.542, 3.268, 1.127, 9.501, 0.391, 1.742, 0.553, 2.471, 0.568, 1.463]"
5-Sep-23,"[23, 50, 79, 22, 13, 21, 14, 30, 59, 39, 41, 68, 10, 11, 2, 18, 64, 76, 67, 58, 74, 56, 47, 47, 37, 44, 46, 45, 27, 53, 6, 7, 25, 26, 80, 78, 60, 69, 66, 57, 55, 54, 33, 34]","[5.233, 5.076, 5.119, 5.316, 5.658, 3.086, 1.95, 2.086, 2.305, 2.791, 1.568, 2.118, 41.049, 0.634, 2.008, 2.255, 2.238, 1.9, 7.821, 0.586, 1.677, 8.426, 0.798, 3.073, 6.882, 1.605, 3.275, 2.554, 1.268, 9.176, 3.589, 2.266, 2.387, 1.254, 4.848, 4.184, 2.167, 2.819, 2.692, 3.426, 3.891, 1.502, 2.199, 0.411]"
6-Sep-23,"[0, 38, 38, 48, 48, 30, 37, 14, 58, 46, 41, 22, 78, 67, 55, 20, 9, 10, 12, 21, 24, 8, 6, 79, 42, 52, 52, 43, 44, 70, 71, 62, 59, 59, 75, 77, 68, 31, 48, 49, 45, 29, 28, 28, 27, 28, 72, 74, 65, 63]","[1.805, 2.375, 0.799, 1.531, 1.961, 6.44, 2.239, 12.307, 7.411, 5.118, 2.048, 16.19, 10.371, 2.51, 1.57, 2.46, 3.074, 1.751, 4.235, 3.049, 2.909, 4.345, 1.256, 2.646, 5.955, 8.285, 0.912, 2.461, 0.42, 4.567, 1.691, 1.602, 6.038, 3.251, 3.411, 5.714, 0.85, 10.39, 2.193, 1.403, 1.83, 2.666, 3.006, 2.387, 2.991, 0.94, 3.943, 1.8, 1.379, 0.81]"
1-Oct-23,"[21, 4, 39, 53, 55, 64, 20, 14, 12, 13, 59, 57, 78, 70, 6, 24, 79, 45, 10, 0, 2, 72, 74, 36, 37, 46, 46, 46, 47, 38, 41, 52, 60, 80, 62, 68, 67, 58, 31, 32, 25, 26, 26, 26, 26, 25, 26, 35, 34, 34, 33, 34]","[4.928, 5.03, 2.246, 2.058, 3.165, 5.917, 3.833, 9.574, 2.478, 0.384, 4.515, 21.512, 4.069, 3.71, 8.913, 6.158, 11.139, 4.132, 7.987, 2.779, 1.178, 2.447, 0.801, 2.513, 11.399, 3.217, 1.28, 2.463, 2.687, 0.55, 2.579, 2.302, 2.196, 2.1, 1.194, 1.852, 2.056, 2.548, 4.442, 1.32, 5.816, 0.451, 1.334, 0.309, 1.582, 3.303, 0.364, 3.659, 1.596, 0.886, 0.514, 1.491]"
2-Oct-23,"[14, 0, 21, 66, 62, 45, 9, 23, 31, 51, 59, 5, 12, 3, 10, 19, 16, 7, 26, 8, 79, 70, 43, 33, 35, 32, 29, 73, 72, 74, 36, 38, 46, 40, 50, 49, 77, 71, 67, 69, 69, 60, 58, 57]","[3.994, 3.872, 3.034, 4.597, 9.815, 4.941, 3.028, 10.033, 3.693, 2.368, 4.421, 2.574, 3.028, 1.692, 8.638, 0.626, 2.666, 8.348, 2.634, 1.82, 7.557, 3.927, 1.631, 2.829, 0.963, 10.314, 1.179, 19.418, 1.497, 0.634, 4.202, 3.312, 1.62, 2.553, 3.065, 1.303, 6.008, 4.179, 6.445, 1.236, 1.303, 0.888, 2.236, 0.426]"
6-Oct-23,"[50, 37, 27, 63, 57, 49, 40, 51, 35, 6, 53, 80, 8, 77, 64, 46, 29, 29, 38, 34, 33, 16, 25, 15, 61, 79, 69, 67, 65, 72, 54, 75, 59, 58, 23, 21, 13, 3, 12, 10, 1, 2, 20, 19]","[6.834, 4.675, 5.936, 6.101, 2.37, 17.685, 1.756, 2.492, 3.237, 6.828, 6.904, 5.699, 1.265, 17.255, 4.662, 3.876, 1.936, 3.475, 1.379, 5.476, 1.29, 3.149, 5.291, 0.819, 2.086, 2.407, 1.566, 3.149, 2.33, 4.703, 1.999, 1.782, 2.198, 2.058, 3.958, 2.881, 7.069, 4.532, 1.505, 4.072, 3.315, 1.568, 1.714, 0.485]"
7-Oct-23,"[0, 25, 7, 20, 53, 31, 43, 74, 36, 33, 26, 5, 16, 17, 8, 9, 10, 19, 29, 30, 39, 49, 49, 37, 47, 45, 42, 51, 71, 68, 75, 21, 22, 76, 59, 77, 70, 79, 73, 54, 64, 56, 60, 69]","[1.974, 4.067, 6.213, 3.621, 4.166, 13.649, 2.667, 14.64, 2.2, 2.25, 2.895, 5.209, 1.47, 3.389, 2.069, 9.642, 0.443, 2.564, 9.6, 1.725, 6.521, 0.864, 1.828, 2.423, 1.709, 1.427, 4.457, 1.071, 4.401, 4.136, 12.501, 1.713, 3.064, 3.776, 3.364, 1.914, 10.065, 9.006, 3.729, 4.683, 5.016, 1.14, 1.943, 0.617]"
